FigFam	description	X188.non.day.2	X190.non.day.2	X191.non.day.2	X196.non.day.2	X197.non.day.2	X200.non.day.2	X187.carb.day.2	X189.carb.day.2	X192.carb.day.2	X194.carb.day.2	X195.carb.day.2	X198.carb.day.2	Pvalues	Qvalues	fold_change	
"FIG00045341_Phosphate_starvation-inducible_protein_PhoH,_predicted_ATPase_"	FIG00045341	"Phosphate_starvation-inducible_protein_PhoH,_predicted_ATPase_"	1442.2	2686.8	1219.2	4721	2557.8	1472.9	5549.6	7642.3	1267.2	2167.2	1887.7	2871.8	0.380923811	0.51387863	1.516734161
FIG00670092_sensor_protein_fixL(_EC:2.7.3.-_)_	FIG00670092	sensor_protein_fixL(_EC:2.7.3.-_)_	0.3	16.2	0	0	28.8	0	0	0	12.9	0	0	2.7	0.380914207	0.51387863	-2.903846154
FIG01889709_Octopine_dehydrogenase_(EC_1.5.1.11)_	FIG01889709	Octopine_dehydrogenase_(EC_1.5.1.11)_	25.1	6.8	3.9	84.2	42	14.5	103.7	160.8	4.3	8.8	13	33.5	0.381130431	0.514076967	1.836260623
FIG01462959_FIG00403360:_hypothetical_protein_	FIG01462959	FIG00403360:_hypothetical_protein_	15.5	16.2	1.3	51.1	7.3	2.9	29.9	3.4	5	3.2	3.9	0	0.381292364	0.514214977	-2.077092511
"FIG01315481_ABC_transporter,_substrate-binding_protein_"	FIG01315481	"ABC_transporter,_substrate-binding_protein_"	502.3	461.8	259.5	556.3	555.5	136.5	612.8	432.7	479.7	964.8	616.9	555.9	0.381391539	0.514268321	1.481775153
FIG00936749_FIG00936753:_hypothetical_protein_	FIG00936749	FIG00936753:_hypothetical_protein_	9.3	24.4	11.9	129.3	10.3	154.8	203.6	237.9	5	10.4	43.9	120.9	0.381696952	0.514425447	1.828529412
FIG01392890_chromate_transport_protein_	FIG01392890	chromate_transport_protein_	10.7	20.4	9.3	0	21	2.4	2	0	8.2	10.4	7.8	1.3	0.38161131	0.514425447	-2.148148148
FIG00000319_Malonyl_CoA-acyl_carrier_protein_transacylase_(EC_2.3.1.39)_	FIG00000319	Malonyl_CoA-acyl_carrier_protein_transacylase_(EC_2.3.1.39)_	782.8	1558.9	322.9	3855.7	1117.8	624.1	5073.7	4913.4	785.5	984.4	676.6	821.2	0.381746622	0.514425447	1.604270049
FIG00820471_FIG00995034:_hypothetical_protein_	FIG00820471	FIG00995034:_hypothetical_protein_	0	48.7	6.7	6	10.8	0	14	6.7	7	0	1.3	2.7	0.381664847	0.514425447	-2.277602524
FIG00687404_Hypothetical_membrane-spanning_protein_	FIG00687404	Hypothetical_membrane-spanning_protein_	400.8	1226.3	1432.1	2394.1	213.7	136	1039.7	532.9	616.9	728	536.8	235.1	0.381808677	0.514428703	-1.57288448
FIG01517345_FIG00256590:_hypothetical_protein_	FIG01517345	FIG00256590:_hypothetical_protein_	16.3	73.2	105.1	27	32.4	13.5	41.9	16.9	34.3	8.8	42.6	10.7	0.381875691	0.514438639	-1.723582474
FIG01055200_FIG01055201:_hypothetical_protein_	FIG01055200	FIG01055201:_hypothetical_protein_	1.7	0	2.7	9	1	2.9	0	6.7	0	0	0	0	0.381991662	0.514514512	-2.582089552
FIG00002581_Archease_	FIG00002581	Archease_	0.6	6.8	1.3	18	5.4	0	0	10.1	0	1.6	1.3	0	0.382268028	0.514806368	-2.469230769
FIG00647139_FIG00647140:_hypothetical_protein_	FIG00647139	FIG00647140:_hypothetical_protein_	17.3	20.3	5.2	195.4	51.4	14.7	155.6	187.7	3.1	20.7	14.2	179.9	0.382362025	0.514852573	1.844232665
FIG01306479_TrmH_family_tRNA/rRNA_methyltransferase_YacO_(EC_2.1.1.-)_	FIG01306479	TrmH_family_tRNA/rRNA_methyltransferase_YacO_(EC_2.1.1.-)_	821.8	983.3	874.2	5112.3	703	970.6	7911.6	3882.1	538.2	969.3	874.3	1161	0.382505952	0.514965983	1.62030385
"FIG00042275_ABC_transport_system,_permease_component_YbhR_"	FIG00042275	"ABC_transport_system,_permease_component_YbhR_"	0	0	4	15	0.5	17.4	0	6.7	0	0	3.9	2.7	0.382646342	0.514994229	-2.77443609
FIG00897449_FIG00897450:_hypothetical_protein_	FIG00897449	FIG00897450:_hypothetical_protein_	16.3	23	22.6	18	13.2	1.5	23.9	33.5	15.9	61.3	9.1	22.8	0.382620709	0.514994229	1.760042283
FIG00719736_Aspartate_aminotransferase_(EC_2.6.1.1)_	FIG00719736	Aspartate_aminotransferase_(EC_2.6.1.1)_	4870.7	9075.4	3903.6	15962.7	5793.5	3647.6	20966.3	23468.8	4196.9	5989	5428.3	6819.2	0.382858312	0.51507699	1.545967378
"FIG01221229_CRISPR-associated_protein,_YPO2467_family_"	FIG01221229	"CRISPR-associated_protein,_YPO2467_family_"	0	0	0	21.1	0	0.5	0	6.7	0	0	0	0	0.382836465	0.51507699	-3.223880597
FIG00939872_FIG00939874:_hypothetical_protein_	FIG00939872	FIG00939874:_hypothetical_protein_	22.6	19	11.9	75.2	11.8	14.5	0	13.5	22.6	19.9	14.2	12.1	0.382886976	0.51507699	-1.883353584
FIG00135546_Predicted_rhamnogalacturonan_lyase_in_rhamnose_utilization_cluster_	FIG00135546	Predicted_rhamnogalacturonan_lyase_in_rhamnose_utilization_cluster_	6.7	135.5	25.3	54.1	18.7	20.8	2	6.8	41.3	48.7	33.6	12.1	0.383036445	0.515197713	-1.806920415
FIG00012547_Adenosylmethionine-8-amino-7-oxononanoate_aminotransferase_(EC_2.6.1.62)_	FIG00012547	Adenosylmethionine-8-amino-7-oxononanoate_aminotransferase_(EC_2.6.1.62)_	373	583.5	267.4	790.9	438.4	334.6	231.5	717.3	148.3	301.5	250.3	206.8	0.383131699	0.51524549	-1.502290241
FIG00004220_Dipeptidyl_carboxypeptidase_Dcp_(EC_3.4.15.5)_	FIG00004220	Dipeptidyl_carboxypeptidase_Dcp_(EC_3.4.15.5)_	2059.7	3962.2	1711.3	8363.9	3344.4	2376.1	10390.9	14318.8	1548.8	2827.1	2410.4	2632.8	0.383231034	0.515298738	1.564278381
FIG01032631_FIG01032633:_hypothetical_protein_	FIG01032631	FIG01032633:_hypothetical_protein_	104.2	24.5	15.9	33.1	20.5	14.6	189.6	6.7	14.4	47	23.3	88.6	0.3837457	0.51543649	1.736842105
"FIG01320204_Transcriptional_regulator,_RpiR_family_"	FIG01320204	"Transcriptional_regulator,_RpiR_family_"	170	321.3	165	616.3	292.3	140.5	1532.6	399.6	139.8	283.3	113.8	229.4	0.383990795	0.51543649	1.582326727
"FIG00000228_ATPase_YjeE,_predicted_to_have_essential_role_in_cell_wall_biosynthesis_"	FIG00000228	"ATPase_YjeE,_predicted_to_have_essential_role_in_cell_wall_biosynthesis_"	1655.2	1020.4	573.4	4116.5	740.6	1176.9	5313.5	6204.4	700.7	790.6	884.5	918	0.383900298	0.51543649	1.595572552
FIG00002381_Siroheme_synthase_/_Precorrin-2_oxidase_(EC_1.3.1.76)_	FIG00002381	Siroheme_synthase_/_Precorrin-2_oxidase_(EC_1.3.1.76)_	6.5	4.2	0	12	8.4	2	0	3.4	1.2	0	6.5	4	0.383490481	0.51543649	-2.19205298
FIG01304252_Putrescine_transport_system_permease_protein_PotI_(TC_3.A.1.11.2)_	FIG01304252	Putrescine_transport_system_permease_protein_PotI_(TC_3.A.1.11.2)_	0.6	6.8	0	3	6.8	0.5	0	0	0	5.6	1.3	0	0.383715845	0.51543649	-2.565217391
FIG00518949_FIG00518951:_hypothetical_protein_	FIG00518949	FIG00518951:_hypothetical_protein_	1.7	1.4	4	0	1	0.5	8	10.1	0	1.6	0	0	0.383942684	0.51543649	2.290697674
FIG01113904_FIG01020321:_hypothetical_protein_	FIG01113904	FIG01020321:_hypothetical_protein_	26.8	0	1.3	6	0	0.5	4	0	0	4	0	5.4	0.383906231	0.51543649	-2.582089552
FIG00067497_SSU_ribosomal_protein_S17e_	FIG00067497	SSU_ribosomal_protein_S17e_	36.3	90.7	9.3	120.3	28.4	5.8	135.7	191.1	30	47	15.5	79.2	0.383812147	0.51543649	1.714236589
FIG00410085_Cell_division_ZapA_family_protein_	FIG00410085	Cell_division_ZapA_family_protein_	1.4	85.2	2.7	21.1	4.4	0.5	0	16.8	1.2	26.2	1.3	5.3	0.383911073	0.51543649	-2.269685039
FIG01414751_serine/threonine_protein_phosphatase_	FIG01414751	serine/threonine_protein_phosphatase_	0.6	5.4	0	3	5.4	0	0	0	19.4	0	11.6	4	0.38347081	0.51543649	2.430555556
FIG00010600_Xaa-Pro_aminopeptidase_(EC_3.4.11.9)_	FIG00010600	Xaa-Pro_aminopeptidase_(EC_3.4.11.9)_	2039.1	4410.4	1941.6	9584.8	3001.4	1962.5	12699.7	13512.4	1586.8	3174	2534.7	2601.8	0.38386066	0.51543649	1.574093933
FIG01323105_probable_secreted_protein_homolog_of_yjcM/yhbB_B._subtilis_	FIG01323105	probable_secreted_protein_homolog_of_yjcM/yhbB_B._subtilis_	4.2	0	1.3	33.1	2	1.5	0	40.2	1.2	16.7	5.2	30.9	0.384295041	0.515617432	2.237529691
FIG01457115_FIG00406556:_hypothetical_protein_	FIG01457115	FIG00406556:_hypothetical_protein_	0	6.8	0	3	2.9	0	0	0	3.1	1.6	0	0	0.384424477	0.515617432	-2.70212766
FIG00024396_LysR_family_transcriptional_regulator_STM3121_	FIG00024396	LysR_family_transcriptional_regulator_STM3121_	35.5	0	1.3	24.1	0.5	39.2	4	20.1	9.7	0	0	9.4	0.384336588	0.515617432	-2.328703704
FIG00135545_Energy_conserving_hydrogenase_Ehb_protein_Q_	FIG00135545	Energy_conserving_hydrogenase_Ehb_protein_Q_	6	33.9	0	0	13.7	0.5	29.9	6.7	19.8	26.3	0	37.6	0.384238525	0.515617432	2.223659889
FIG00000130_Carbamoyl-phosphate_synthase_small_chain_(EC_6.3.5.5)_	FIG00000130	Carbamoyl-phosphate_synthase_small_chain_(EC_6.3.5.5)_	508.9	529	290.1	1479.3	370.4	363.6	1550.5	1954.5	269.6	535.5	406.9	715.7	0.384377223	0.515617432	1.534097648
"FIG01956157_LSU_ribosomal_protein_L31p_@_LSU_ribosomal_protein_L31p,_zinc-dependent_/_domain_of_low_sequence_complexity_"	FIG01956157	"LSU_ribosomal_protein_L31p_@_LSU_ribosomal_protein_L31p,_zinc-dependent_/_domain_of_low_sequence_complexity_"	34.4	13.7	6.6	24	13.2	9.2	28	50.4	24.1	15.9	15.5	38.9	0.384566116	0.515727214	1.709198813
FIG00000448_Glycyl-tRNA_synthetase_beta_chain_(EC_6.1.1.14)_	FIG00000448	Glycyl-tRNA_synthetase_beta_chain_(EC_6.1.1.14)_	187.6	66.7	171.7	1070.5	101.3	168.6	311.3	459.4	26.1	60.6	121.5	77.5	0.384774412	0.515790486	-1.672093904
FIG01608114_protein_of_unknown_function_DUF323_	FIG01608114	protein_of_unknown_function_DUF323_	27.6	90.8	59.8	264.6	162.3	20.4	538.7	278.3	43.6	31.1	54.3	111.6	0.384734489	0.515790486	1.690807354
FIG01325586_voltage-gated_chloride_channel_	FIG01325586	voltage-gated_chloride_channel_	73.8	0	0	168.4	0	16.5	147.7	275	1.6	0	27.1	146.3	0.384792687	0.515790486	2.310398145
FIG00000559_NADH-ubiquinone_oxidoreductase_chain_K_(EC_1.6.5.3)_	FIG00000559	NADH-ubiquinone_oxidoreductase_chain_K_(EC_1.6.5.3)_	132.7	149	133.1	1410.5	144.8	93.3	1566.2	1394.1	53.9	205.4	152.4	194.7	0.384877806	0.515824423	1.728554812
FIG00897541_FIG00897542:_hypothetical_protein_	FIG00897541	FIG00897542:_hypothetical_protein_	20.3	74.4	20	45.1	29.3	1.5	0	10.1	20.6	48.5	15.5	4	0.384964306	0.515860201	-1.931104357
FIG01342492_tRNA_and_rRNA_cytosine-C5-methylases_	FIG01342492	tRNA_and_rRNA_cytosine-C5-methylases_	235.6	221.2	183.4	1088.5	327.1	217	770.2	1790.2	122	259.7	342	320.8	0.38521576	0.516116975	1.586105245
FIG00896555_Siderophore_(Surfactin)_biosynthesis_regulatory_protein_	FIG00896555	Siderophore_(Surfactin)_biosynthesis_regulatory_protein_	81	54.3	101.2	640.6	107.2	126.9	203.5	1159.5	141.7	67.7	211.8	73.7	0.385292618	0.51613978	1.671976242
FIG00080110_TrkA-N:Sodium/hydrogen_exchanger_	FIG00080110	TrkA-N:Sodium/hydrogen_exchanger_	10.4	0	4	21	2.9	0	10	23.5	10.9	13.5	16.8	2.6	0.385448523	0.516268453	2.018276762
FIG00002746_Chromosome_(plasmid)_partitioning_protein_ParB_	FIG00002746	Chromosome_(plasmid)_partitioning_protein_ParB_	3	23.1	26.6	24.1	7.3	4.4	2	50.3	94.4	16.7	11.6	0	0.385605519	0.516398546	1.97740113
FIG01811848_CII_phage-related_protein_	FIG01811848	CII_phage-related_protein_	0	12.2	2.7	0	0	1	0	0	0	4.8	1.3	0	0.385901753	0.516474517	-2.606557377
"FIG01952938_Putative_transcriptional_regulator,_LysR_family_(N-terminal_fragment),_degenerate_"	FIG01952938	"Putative_transcriptional_regulator,_LysR_family_(N-terminal_fragment),_degenerate_"	2.5	23	8	3	2.9	0	0	6.7	1.9	3.2	0	5.4	0.385898035	0.516474517	-2.290697674
FIG01021614_type_III_restriction_system_methylase_	FIG01021614	type_III_restriction_system_methylase_	0	0	4	18	2.9	0.5	2	3.4	0.4	4	1.3	0	0.38584697	0.516474517	-2.288288288
FIG00000518_Large-conductance_mechanosensitive_channel_	FIG00000518	Large-conductance_mechanosensitive_channel_	862.5	2241.6	875.7	6658.6	845.9	901	6886	8057.1	851.1	1223.1	1642.2	1322.4	0.385804037	0.516474517	1.613356156
FIG01311886_Regulatory_protein_recX_	FIG01311886	Regulatory_protein_recX_	0.3	2.7	2.6	0	0	0.5	2	3.4	5.8	0	0	4	0.386542822	0.51654475	2.491803279
"FIG01633864_COG0842:_ABC-type_multidrug_transport_system,_permease_component_"	FIG01633864	"COG0842:_ABC-type_multidrug_transport_system,_permease_component_"	1.4	0	0	6	1	0	0	3.4	0	0	0	0	0.38611785	0.51654475	-2.470588235
FIG00000648_COG4123:_Predicted_O-methyltransferase_	FIG00000648	COG4123:_Predicted_O-methyltransferase_	196.3	393	156.8	682.5	278	300.8	1113.6	1035.9	333.8	236.6	193.8	179.7	0.386698376	0.51654475	1.540998306
FIG00627891_FIG00627892:_hypothetical_protein_	FIG00627891	FIG00627892:_hypothetical_protein_	1.1	0	5.3	0	3.4	1	0	3.4	0	0	0	1.3	0.386693256	0.51654475	-2.29787234
FIG00002870_L-fucose_isomerase_(EC_5.3.1.25)_	FIG00002870	L-fucose_isomerase_(EC_5.3.1.25)_	4065.9	2704.7	1311.1	8929.7	3117.6	1614.6	19550.6	7912.4	891.3	1840.4	1962.7	3040.7	0.386082175	0.51654475	1.618779779
FIG01589278_Transglutaminase-like_predicted_protease_domain_fused_ChW-repeats_and_cell-adhesion_domain_	FIG01589278	Transglutaminase-like_predicted_protease_domain_fused_ChW-repeats_and_cell-adhesion_domain_	0.6	20.3	73.1	6	0	1	65.8	70.4	24.8	45.3	0	8.1	0.386703265	0.51654475	2.122772277
FIG00000767_Flagellar_basal-body_rod_protein_FlgF_	FIG00000767	Flagellar_basal-body_rod_protein_FlgF_	14.8	88	65.3	174.3	49.4	17.4	24	80.5	49.8	32.6	24.6	34.9	0.386732725	0.51654475	-1.660714286
FIG00032516_Coenzyme_F(420)H(2)_dehydrogenase_(methanophenazine)_subunit_FpoC_	FIG00032516	Coenzyme_F(420)H(2)_dehydrogenase_(methanophenazine)_subunit_FpoC_	4.5	36.5	59.9	186.5	6.8	39.2	0	36.9	18.3	15.9	95.5	4	0.386729067	0.51654475	-1.954279015
"FIG01717854_helix-turn-helix-_domain_containing_protein,_AraC_type_"	FIG01717854	"helix-turn-helix-_domain_containing_protein,_AraC_type_"	60.3	171.9	90.5	490.2	223.3	173.6	991.6	780.8	41.9	81.9	86.5	56.5	0.386257463	0.51654475	1.685567862
FIG01347930_similar_to_Transcriptional_regulator_	FIG01347930	similar_to_Transcriptional_regulator_	2.5	2.7	1.3	0	0	0	0	13.5	0	2.4	0	0	0.386230493	0.51654475	2.446153846
FIG00000401_1-deoxy-D-xylulose_5-phosphate_reductoisomerase_(EC_1.1.1.267)_	FIG00000401	1-deoxy-D-xylulose_5-phosphate_reductoisomerase_(EC_1.1.1.267)_	1507.6	2357.3	1224.8	6101.3	1612.6	797.3	7401.2	7365.1	1140.4	1927.7	1503.7	1861.8	0.386438709	0.51654475	1.558713026
FIG01482254_putative_aminopeptidase_1_	FIG01482254	putative_aminopeptidase_1_	0.3	44.7	0	0	35.6	0.5	0	23.5	0.4	3.2	2.6	1.3	0.38628812	0.51654475	-2.616129032
FIG00000847_Allophanate_hydrolase_2_subunit_1_(EC_3.5.1.54)_	FIG00000847	Allophanate_hydrolase_2_subunit_1_(EC_3.5.1.54)_	99.6	32.6	57.2	258.5	55.7	53.8	231.5	395.6	30.4	46.3	51.8	159.7	0.386544863	0.51654475	1.642088267
FIG00138090_S-adenosylhomocysteine_deaminase_(EC_3.5.4.28);_Methylthioadenosine_deaminase_	FIG00138090	S-adenosylhomocysteine_deaminase_(EC_3.5.4.28);_Methylthioadenosine_deaminase_	395	571.7	223.5	935.1	256.7	196	1147.7	1110	192.9	535.6	374.4	554.7	0.387038391	0.51687298	1.518735454
FIG00646967_FIG00646970:_hypothetical_protein_	FIG00646967	FIG00646970:_hypothetical_protein_	96.2	51.5	82.5	439	40.6	67.4	117.8	214.6	12.1	19.1	23.3	71.2	0.387304138	0.516997669	-1.696572801
FIG00000093_tRNA_pseudouridine_synthase_A_(EC_4.2.1.70)_	FIG00000093	tRNA_pseudouridine_synthase_A_(EC_4.2.1.70)_	678.8	947.2	481.7	10340	489	430.3	2614	2186.5	359.5	488.2	560.7	1699.8	0.38731157	0.516997669	-1.690163997
FIG00990291_NAD_synthetase_(EC_6.3.1.5)_homolohg_with_insertion_	FIG00990291	NAD_synthetase_(EC_6.3.1.5)_homolohg_with_insertion_	9.3	12.2	0	15	0	12.1	71.8	30.2	0	0	0	10.7	0.387231569	0.516997669	2.318930041
FIG00067248_Acetate_kinase_(EC_2.7.2.1)_	FIG00067248	Acetate_kinase_(EC_2.7.2.1)_	5742.9	11367.5	5861.1	25232.4	6573.2	4241	42373	28515.5	3708	7183.7	4747	7794.2	0.387431452	0.517031073	1.598177508
FIG01328024_Gamma-D-glutamyl-L-diamino_acid_endopeptidase_I_(EC_3.4.19.11)_	FIG01328024	Gamma-D-glutamyl-L-diamino_acid_endopeptidase_I_(EC_3.4.19.11)_	0	9.5	0	3	0.5	0	29.9	3.4	1.9	0	0	0	0.387456476	0.517031073	2.707692308
FIG00069450_L-arabinose-specific_1-epimerase_(mutarotase)_	FIG00069450	L-arabinose-specific_1-epimerase_(mutarotase)_	0.3	162.5	14.6	39.1	1.5	0	12	10.1	45.9	22.3	9.1	0	0.387633603	0.517141128	-2.193158954
FIG01118215_Relaxase_	FIG01118215	Relaxase_	1.1	4.1	2.7	6	0.5	1	14	6.7	1.9	0.8	5.2	2.7	0.387658856	0.517141128	2.032467532
FIG00525841_Carbon_monoxide_dehydrogenase_small_chain_(EC_1.2.99.2)_	FIG00525841	Carbon_monoxide_dehydrogenase_small_chain_(EC_1.2.99.2)_	0	0	0	0	2.4	1	0	6.7	0	0.8	0	0	0.387774695	0.517215668	2.205882353
FIG01900066_probable_sugar_transporter_	FIG01900066	probable_sugar_transporter_	0	1.4	0	0	2	0	0	0	7.4	0	0	1.3	0.387884056	0.517281546	2.558823529
FIG01163534_radical_SAM_superfamily_protein_	FIG01163534	radical_SAM_superfamily_protein_	0	0	4	0	0.5	2.9	0	20.1	0.4	0	0	0	0.38801593	0.517297458	2.77027027
"FIG01955818_Pyruvate:ferredoxin_oxidoreductase,_alpha_subunit_(EC_1.2.7.1)_"	FIG01955818	"Pyruvate:ferredoxin_oxidoreductase,_alpha_subunit_(EC_1.2.7.1)_"	200.7	873.3	87.6	414.9	494.3	102.5	814.1	643.7	317.4	645.3	109.9	867.2	0.388000765	0.517297458	1.563336861
FIG00001192_Paraquat-inducible_protein_B_	FIG00001192	Paraquat-inducible_protein_B_	4.5	1.4	6.6	3	2	0	0	0	0	4	2.6	0	0.388295438	0.517510122	-2.651515152
FIG01488854_FIG00533041:_hypothetical_protein_	FIG01488854	FIG00533041:_hypothetical_protein_	3.1	10.9	9.4	6	4.4	2.4	4	10.1	11.7	29.5	3.9	6.6	0.388285603	0.517510122	1.817679558
FIG00905474_putative_secreted_protein_	FIG00905474	putative_secreted_protein_	41.7	54.2	85.2	165.5	73.3	474.8	105.7	891.4	136.7	33.4	270.9	68.5	0.388586192	0.517554769	1.683916397
FIG00085334_Conjugative_transposon_protein_TraB_	FIG00085334	Conjugative_transposon_protein_TraB_	0.8	2.7	1.3	0	2.9	0	0	0	0.4	5.6	12.9	1.3	0.388541442	0.517554769	2.623376623
FIG00002938_Iron-responsive_regulator_Irr_	FIG00002938	Iron-responsive_regulator_Irr_	2.5	1.4	6.7	42.1	8.3	7.7	0	6.7	7.8	6.4	9	2.7	0.388415122	0.517554769	-2.107361963
FIG00623942_FIG00623948:_hypothetical_protein_	FIG00623942	FIG00623948:_hypothetical_protein_	1.7	0	2.7	9	1	0	0	26.8	0	0	11.6	0	0.388584203	0.517554769	2.666666667
FIG00046742_Potassium-transporting_ATPase_B_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)_	FIG00046742	Potassium-transporting_ATPase_B_chain_(EC_3.6.3.12)_(TC_3.A.3.7.1)_	1.4	37.9	2.6	9	2	0	83.8	26.8	3.1	4	1.3	0	0.388628945	0.517554769	2.24952741
FIG00229386_Glycerol-3-phosphate_dehydrogenase_(EC_1.1.5.3)_	FIG00229386	Glycerol-3-phosphate_dehydrogenase_(EC_1.1.5.3)_	1126.4	3084.2	1823.5	5344	1502	1066.3	12079	4766.3	1092.8	1076.9	1620.2	1430.4	0.388768406	0.517660573	1.582171743
FIG00002119_RNA_3'-terminal_phosphate_cyclase_(EC_6.5.1.4)_	FIG00002119	RNA_3'-terminal_phosphate_cyclase_(EC_6.5.1.4)_	9.9	108.3	122.5	589.5	11.8	32.9	45.9	100.6	113.8	49.3	172.9	4	0.388896558	0.517748723	-1.798355601
FIG00000459_Acyl-phosphate:glycerol-3-phosphate_O-acyltransferase_PlsY_	FIG00000459	Acyl-phosphate:glycerol-3-phosphate_O-acyltransferase_PlsY_	439	533	404.3	925.5	474.3	229.8	1850.1	1201.1	154	437.5	372.4	570.3	0.388954655	0.517748723	1.525466582
"FIG01250390_Type_II_restriction_endonuclease,_MutH_family_"	FIG01250390	"Type_II_restriction_endonuclease,_MutH_family_"	0.8	1.4	4	0	4.9	0	29.9	0	0	0	0	0	0.389020324	0.517756236	2.693693694
FIG00056212_Pyridine_nucleotide-disulfide_oxidoreductase;_NADH_dehydrogenase_(EC_1.6.99.3)_	FIG00056212	Pyridine_nucleotide-disulfide_oxidoreductase;_NADH_dehydrogenase_(EC_1.6.99.3)_	3954.7	2995.7	1240.3	4628.8	1893.1	2090.5	2781.5	1606.4	2569.5	1356.4	1830.2	1377.9	0.391173986	0.517826126	-1.458361902
FIG00590063_FIG00590065:_hypothetical_protein_	FIG00590063	FIG00590065:_hypothetical_protein_	10.4	28.4	0	9	4.4	0.5	0	3.4	7.4	7.2	5.2	0	0.390414169	0.517826126	-2.271551724
FIG01776118_hypothetical_protein_	FIG01776118	hypothetical_protein_	2	28.4	2.7	30.1	2.5	1.9	12	10.1	5.4	2.4	2.6	0	0.390679386	0.517826126	-2.08
FIG00754028_d-aminopeptidase._	FIG00754028	d-aminopeptidase._	0	0	1.3	0	2.9	1	8	0	0	4.8	0	0	0.391045637	0.517826126	2.461538462
FIG01626811_integrase_family_protein_	FIG01626811	integrase_family_protein_	18.1	40.7	2.7	9	27.4	5.8	2	10.1	15.2	21.5	2.6	2.6	0.390103874	0.517826126	-1.92037037
FIG01385880_Hydrolase_of_the_alpha/beta_superfamily-like_protein_	FIG01385880	Hydrolase_of_the_alpha/beta_superfamily-like_protein_	1.7	9.5	9.3	0	0.5	0.5	2	0	5.8	0	0	0	0.390169255	0.517826126	-2.756410256
FIG00897753_FIG00897755:_hypothetical_protein_	FIG00897753	FIG00897755:_hypothetical_protein_	0	12.2	0	0	2	0	0	0	0.4	4.8	0	0	0.389611414	0.517826126	-2.730769231
FIG01032543_FIG01032544:_hypothetical_protein_	FIG01032543	FIG01032544:_hypothetical_protein_	77.8	39.3	40	48.1	48.4	9.7	181.6	77.2	19.1	86.7	16.8	49.7	0.390912864	0.517826126	1.63729586
"FIG00003285_tRNA-dependent_lipid_II-Gly--glycine_ligase_@_tRNA-dependent_lipid_II-GlyGly--glycine_ligase_@_FemA,_factor_essential_for_methicillin_resistance_"	FIG00003285	"tRNA-dependent_lipid_II-Gly--glycine_ligase_@_tRNA-dependent_lipid_II-GlyGly--glycine_ligase_@_FemA,_factor_essential_for_methicillin_resistance_"	0.3	1.4	0	39.1	6.4	3.4	0	0	0	11.1	0	8.1	0.391117135	0.517826126	-2.635416667
"FIG01312484_Peptidase,_M28_family_"	FIG01312484	"Peptidase,_M28_family_"	0.6	18.9	0	30.1	41.1	0.5	31.9	0	1.9	0	2.6	0	0.390068117	0.517826126	-2.505494505
FIG00003394_5'-nucleotidase_(EC_3.1.3.5)_	FIG00003394	5'-nucleotidase_(EC_3.1.3.5)_	22427.9	13212	6753.7	33032.7	6493.3	2899.6	15326.2	17753.5	4845.6	6692.4	4734.4	5166.5	0.390260909	0.517826126	-1.555784631
"FIG01046910_Manganese_ABC_transporter,_inner_membrane_permease_protein_SitD_"	FIG01046910	"Manganese_ABC_transporter,_inner_membrane_permease_protein_SitD_"	6	1.4	0	33	5.4	8.3	2	13.4	0	3.2	5.2	1.3	0.391031954	0.517826126	-2.155378486
"FIG00628699_ABC_transporter,_sugar_binding_protein_"	FIG00628699	"ABC_transporter,_sugar_binding_protein_"	12.1	20.3	4	30	18.6	2.4	12	3.4	18.3	5.6	5.2	0	0.390250342	0.517826126	-1.964044944
FIG00006691_Dipeptide_transport_system_permease_protein_DppC_(TC_3.A.1.5.2)_	FIG00006691	Dipeptide_transport_system_permease_protein_DppC_(TC_3.A.1.5.2)_	111.9	1434.2	290.7	354.7	156.5	46.8	435.4	570.3	137.2	122	107.6	84	0.39045984	0.517826126	-1.644215585
FIG00573763_SAM-dependent_methyltransferase_	FIG00573763	SAM-dependent_methyltransferase_	35.2	170.8	14.6	114.3	60.7	11.2	16	268.4	221.6	54.1	87.9	41.6	0.39011141	0.517826126	1.695181908
FIG00001155_Flagellar_synthesis_regulator_FleN_	FIG00001155	Flagellar_synthesis_regulator_FleN_	98.8	360.1	103.6	517.3	123.8	118	582.6	851.5	138.3	172.8	174.3	157.1	0.390017571	0.517826126	1.57127724
FIG00000307_Dihydropteroate_synthase_(EC_2.5.1.15)_	FIG00000307	Dihydropteroate_synthase_(EC_2.5.1.15)_	763.1	1236.2	562.8	3332	813.2	477.4	2454.4	5298.6	519	1111.6	984.9	821.5	0.390401525	0.517826126	1.557476304
FIG00011613_ABC_transporter_permease_protein_YvcS_	FIG00011613	ABC_transporter_permease_protein_YvcS_	0	2.7	14.6	0	3.4	0	0	0	5	3.2	0	0	0.390788489	0.517826126	-2.524390244
"FIG00405688_Teichuronic_acid_biosynthesis_protein_TuaE,_putative_secreted_polysaccharide_polymerase_"	FIG00405688	"Teichuronic_acid_biosynthesis_protein_TuaE,_putative_secreted_polysaccharide_polymerase_"	33.9	333.1	65.3	396.9	36.2	32.1	271.3	717.3	57.2	176.7	104.6	167.9	0.390657728	0.517826126	1.665738162
